TE_name,scTE_logFC,scTE_pval,scTE_padj,soloTE_logFC,soloTE_pval,soloTE_padj,TE_family,TE_class,_merge,scTE_significant,soloTE_significant,scTE_direction,soloTE_direction,agreement,logFC_pearson_r,logFC_spearman_r
MER74C,0.09011832,0.3390464609090228,1.0,0.0619426,0.30912918064449,0.4257891128572137,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER75,0.22458489,2.6038290982508693e-09,1.8815743579528866e-07,0.24203146,1.0398156440946512e-09,5.995532756375542e-09,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER75A,-0.3655115,0.3590165748951592,1.0,-0.3051251,0.4661522292894371,0.5868861980833332,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER75B,-0.0042656525,0.300813987067406,1.0,0.009676094,0.2848268928900535,0.3968539227414112,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER76,-0.025153195,0.2033663044020124,1.0,-0.026643293,0.2901073923570817,0.4021437510422974,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER76-int,0.06324603,0.5729272922812902,1.0,0.1133566,0.5118149530798369,0.6311802151746795,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER77,0.081353426,2.047500452447088e-05,0.0008574729334643,0.0906137,4.712467752106787e-05,0.0001642545029994,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER77B,0.025237553,0.0476426755839714,0.7068106246771003,0.0191095,0.2032003676483167,0.2972593772345146,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER8,-0.009651405,0.8353855096048988,1.0,0.011334455,0.4104789709115011,0.5341647112461791,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER81,0.056825608,0.0009225768804649,0.0263327399262004,0.086672455,0.0001142403143251,0.0003775503070989,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER83,0.057093583,0.0192996877287361,0.3444856797416094,0.03810188,0.0756350850486938,0.1273798460159524,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER83A-int,0.0065545747,0.2261920364170422,1.0,0.0022454574,0.2593678976264477,0.370309206927856,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER83B,0.027098902,0.1331378456322847,1.0,0.03535502,0.1638690803332522,0.2484392770367068,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER83B-int,0.1348003,0.0053834901082808,0.1187609291457407,0.13653278,0.0080213276204971,0.0176371585002412,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER83C,-0.12296075,0.7342191085361554,1.0,-0.0766293,0.6377061579517855,0.7513842121953647,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER84,-0.113471456,0.8276160047683226,1.0,-0.075019084,0.5732008837523348,0.6911565717325149,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER84-int,-0.2656587,0.1406599073165217,1.0,-0.25401777,0.0830113966266243,0.1382248140449473,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER85,-0.048828345,0.8939291285186515,1.0,-0.04132351,0.7145281985753502,0.8141199242179319,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER87,0.09152828,0.2232949120680448,1.0,0.12349174,0.1901646985345962,0.2812258297564834,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER87B,-0.086447716,0.7428550333871893,1.0,-0.11282163,0.9760365896505084,0.9931907956699794,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER88,0.06651639,0.4005469354715815,1.0,0.11126236,0.2807849399037433,0.3932440243613149,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER89,-0.0030315905,0.0387333047601071,0.6000693067570407,0.0071960725,0.0796067542670613,0.1329641319345062,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER89-int,0.082574375,0.0007709493745949,0.0224863823406661,0.10861311,0.0003241952113106,0.0009871562052268,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER90,0.0926772,0.0003760742789129,0.0119661907811968,0.10230735,0.000379040603506,0.0011319008655662,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER90a,0.04254101,0.0039193428873781,0.0907430714106173,0.050157502,0.0093923850238563,0.0202815644738252,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER91A,0.0031186824,0.3564759730216392,1.0,-0.0023066048,0.7943503111102648,0.8671457575463515,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER91B,0.079190984,6.000974704985833e-05,0.0023051322271126,0.08914877,0.0001868261387109,0.0005974027562321,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER91C,0.028798029,0.0080489476108241,0.1663723578903803,0.034494344,0.0111724077580649,0.0235162912810532,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER92-int,0.18072972,5.742366162506142e-10,4.392734828414803e-08,0.18248495,5.125840184796972e-09,2.849441415548676e-08,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER92A,0.257222,0.1773971939000168,1.0,0.2181219,0.2142660194618783,0.3121832864202635,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER92B,0.005912273,0.0282593498565313,0.4694978859351747,0.020254625,0.0235360198487997,0.0458043905136426,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER92C,0.03630268,0.376471249584097,1.0,0.0916209,0.3416742433586215,0.4622643632419489,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER92D,0.1636745,0.0131978387138417,0.2517070907947952,0.14148694,0.0200664767142899,0.0400689886544493,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER94,0.054731213,0.0032663522944998,0.0780176277555127,0.07214284,8.867710729283623e-05,0.0003003937009544,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER94B,0.08847852,0.003522306267132,0.0833054020166451,0.09994941,0.0036475455242945,0.0086899765897479,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER95,0.14516217,0.2829265722218769,1.0,0.10464214,0.2465977250967392,0.3540555417282985,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER96,-0.0069720265,0.1481821981970214,1.0,-0.021994676,0.3385994447824733,0.4588022476802513,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER96B,-0.07858023,0.0521796385771518,0.7567376241891532,-0.074907914,0.0255284092149005,0.0490652404059436,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MER97a,-0.05802694,0.716292176191812,1.0,-0.044573355,0.6864573713445274,0.7941513239460701,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER97b,0.25864664,7.23692678363358e-05,0.002719860227483,0.23059972,0.0003112926651212,0.0009532238672074,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER97c,0.08873736,0.0299427042079284,0.4910838642227552,0.082042776,0.0443570347105905,0.0797396776555226,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MER97d,-0.16095321,0.862769199582563,1.0,-0.2113336,0.2596263812409323,0.370309206927856,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER99,0.15265858,5.535477389615409e-06,0.0002514889006068,0.18479048,4.743772540056848e-06,1.883607851070192e-05,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MER9B,-0.1646335,0.9664131406322262,1.0,-0.22751829,0.9715417928201824,0.9913820640419492,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER9a1,-0.09856637,0.7777463350414526,1.0,-0.09762089,0.7717954245168397,0.8505908902863386,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER9a2,-0.038080152,0.3823675207205316,1.0,-0.08995888,0.6177162259647202,0.7318080753505538,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MER9a3,0.010951071,0.0712163527322772,0.961796877566264,0.020274343,0.0417693493384236,0.0758425036563672,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MERX,0.24519804,1.0327591388624765e-08,6.994961384743028e-07,0.27055806,2.490181253090821e-09,1.3914208651290982e-08,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MIR,0.03914179,3.006638404353615e-29,7.387015791025816e-27,0.04847637,1.3617193704700976e-83,4.920345991965287e-82,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MIR1_Amn,,,,0.07379873,7.320454101110885e-11,4.5344984260595423e-10,Unknown,Unknown,right_only,False,True,None,Up,Missing_data,0.9937739085763165,0.9353183055874946
MIR3,0.038044844,2.0925855512884983e-14,2.4099738487826416e-12,0.049724795,2.178202457027032e-49,3.5775325203292463e-48,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MIRb,0.032981478,3.377476264853131e-20,5.657814584741003e-18,0.03897213,1.1340136198119085e-66,2.926835152085973e-65,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MIRc,0.036397357,7.704312059602104e-15,9.072985993348337e-13,0.035137147,7.0504415877370546e-43,1.0469422850831459e-41,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT-int,0.118283235,0.0065992982364568,0.1408597050744094,0.12713899,0.0050246859519587,0.011663296727887,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1-int,0.36571923,1.586648875905331e-11,1.4364904439934232e-09,0.39882213,5.516553507652819e-12,3.624208486239792e-11,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1A,0.0022726683,0.4456990384674931,1.0,-0.025132634,0.7734080364137653,0.8505908902863386,LTR,LTR,both,False,False,Up,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1A-int,0.14866672,4.770118613515758e-07,2.5874692749383184e-05,0.1006968,0.0002270440635664,0.0007154528049592,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1A0,0.00043954203,0.2799174837237045,1.0,0.0010819117,9.254582979493082e-05,0.0003115517996823,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1A0-int,0.008586753,0.1405208843713293,1.0,0.0149857765,0.1517016622815049,0.2329243653160783,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1A1,0.031344913,0.0249844196172403,0.4256999927766457,0.047104504,0.000228826906112,0.000718980771668,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1A1-int,-0.06732918,0.5417824915089395,1.0,-0.071022026,0.8887418039391565,0.9302574356740608,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1B,0.00037809563,0.7192697129248151,1.0,0.0013913417,0.009863535561391,0.0210889004902325,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1B-int,0.074771665,5.64771952656647e-05,0.0021787886456829,0.095124744,2.7574803339650638e-05,0.0001006433899669,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1C,-0.014951006,0.4535661022830027,1.0,-0.014929265,0.0873703731130514,0.1432821247421296,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1C-int,0.14661634,3.6873402155211376e-06,0.0001731750763437,0.1766964,9.17168499978822e-07,4.074633827774766e-06,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1D,0.0066619352,0.6118372620497747,1.0,0.0074548186,0.0027519242254604,0.0068106983114135,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1D-int,0.13620906,2.1451507345725233e-08,1.3941477040633106e-06,0.13462219,1.8088377460049773e-07,8.753482663702658e-07,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1E,-0.050202426,0.229449239942296,1.0,-0.04165207,0.2403410092213181,0.3464490079732831,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E-int,-0.8812213,0.991895274416228,1.0,-0.90003633,0.9885982073380272,0.9956077060879572,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E1,-0.08356886,0.5526244720005486,1.0,-0.07658782,0.4694249082171059,0.5903208822590984,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E1-int,0.7401108,0.8025752386589123,1.0,0.8699563,0.7577535962295688,0.8408168210121374,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E1A,-0.07389345,0.0004648275898416,0.0143882971003786,-0.070851475,0.0003559128759795,0.0010716932154494,LTR,LTR,both,True,True,Down,Down,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1E1A-int,0.17313914,0.6929146419395478,1.0,0.105239846,0.7252912342679939,0.8189746853609431,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E2,-0.018883532,0.3075345319545522,1.0,-0.0051513906,0.922385041420416,0.9549812654247668,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E2-int,0.06742939,0.3026450334278466,1.0,0.02777974,0.4813050782278429,0.6024650170888936,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E3,0.029478934,0.0189069802110519,0.3388275792913661,0.039160136,0.0470200182942358,0.0835568849687732,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1E3-int,0.5063718,0.0011776680738862,0.0325317824061043,0.53592896,0.0010532690135187,0.0028759284903131,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1F,0.012028456,0.6052047801801621,1.0,0.03395851,0.0532388208483542,0.0929321768109758,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1F-int,-0.046863098,0.3073149403420523,1.0,-0.010282167,0.1698957741892813,0.2554327589752857,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1F1,0.0357536,0.0510904252523338,0.7451049391651228,0.035974927,0.0460656177982577,0.0821301475218936,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1F1-int,0.020723645,0.1100129603939542,1.0,0.13834894,0.0855688297934924,0.1411820570717591,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1F2,0.04644568,0.0031664626205339,0.0760084481375761,0.041536655,0.0013044619831085,0.0034828492356889,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1F2-int,-0.045923278,0.32707051430883,1.0,-0.094515525,0.6984540979611061,0.8045717211059977,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1G,0.008477995,0.3429303024017046,1.0,0.019215688,0.2618849166814204,0.3716386752255557,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1G-int,-0.21332699,0.3268777831821238,1.0,-0.20095555,0.2833873214539083,0.395865794402109,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1G1,0.041572426,0.0470737901718065,0.7008602728264856,0.018031694,0.4548425108877029,0.5773410793937587,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1G1-int,0.24951023,0.0007264122396079,0.0213764458542391,0.2264363,0.0013240695010563,0.0035265143467937,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1G3,-0.03169439,0.0790334263315377,1.0,-0.089310475,1.5753362571406372e-06,6.7764464394462335e-06,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1G3-int,0.06800739,0.0401231058439843,0.6173263026108706,0.06281834,0.040154643783591,0.0732788448845331,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1H,-0.014602062,0.2170420194555106,1.0,-0.01737095,0.6104054588276138,0.7271203487572894,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1H-int,0.060163286,0.0019274386579098,0.049723567387993,0.07251753,0.0015191326153049,0.003968047602387,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1H1,0.016985124,0.261130474239882,1.0,0.04280669,0.0251767633505147,0.0485345654399065,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1H1-int,-0.008906897,0.0692914397377237,0.942300410464104,0.0162745,0.0527088716430014,0.0921555110661509,LTR,LTR,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1H2,0.013812509,0.5369590710120162,1.0,0.03529587,0.0895350911436674,0.1463891987929645,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1H2-int,0.06159909,0.0047487000315269,0.106329809033307,0.04303986,0.0390647315820565,0.0714100658262213,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1I,0.04269596,3.863907589466692e-05,0.0015409145409782,0.031308457,9.554265978446455e-06,3.646769126984493e-05,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1I-int,0.10253374,9.534427633182298e-05,0.0034891438413931,0.16185056,1.9698938360478384e-06,8.276608210371539e-06,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1J,0.013011361,0.0009887026988056,0.0279906067703903,0.0214829,4.6560921699674914e-10,2.7430456044808483e-09,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1J-int,-0.22079478,2.216398667437377e-05,0.0009208195816552,-0.0969714,0.2726571413387894,0.3838445989756463,LTR,LTR,both,True,False,Down,Down,Only_scTE_significant,0.9937739085763165,0.9353183055874946
MLT1J1,0.09431557,2.6258980590738135e-07,1.471512873873287e-05,0.099243514,6.91808026749164e-08,3.554122753535989e-07,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1J1-int,0.0061664055,0.0636857191091161,0.8833238848583653,0.018550506,0.0666247765517897,0.114636917114508,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1J2,-0.053190455,0.0042388528838452,0.0971354689194538,-0.06615649,0.0025908700214992,0.0064415208791404,LTR,LTR,both,False,True,Down,Down,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1J2-int,-0.19592848,0.0375286544724818,0.5866286754878896,-0.16457506,0.0789384105842557,0.1320512917798352,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1K,-0.038254034,0.0297414737710133,0.4887381590074806,-0.030085092,0.8704127609446343,0.9187219404712595,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1K-int,0.036455672,0.2132509978449713,1.0,0.07072975,0.1660622125316974,0.251287551108073,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1L,-0.030188192,0.0868577746802466,1.0,-0.013374751,0.2759183093171883,0.3874293358806115,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1L-int,0.21579787,0.5326889217630815,1.0,0.08409087,0.5926361514010894,0.7122146209742581,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1M,-0.021959418,0.8201936701075458,1.0,-0.025041215,0.5204875202561512,0.639692145076721,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1M-int,14.853929,0.9956679210863068,1.0,15.1154995,0.9957205653442608,0.9975610839493332,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1N2,0.059040483,0.0020434108203014,0.0522397934004959,0.0795654,5.090138679082458e-05,0.0001762846750199,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT1N2-int,0.3229123,0.4454056736121294,1.0,0.35223424,0.4587599662108824,0.5802751497929948,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT1O,0.06817292,0.0002644504259079,0.0088221957580187,0.0672169,0.0004047377966256,0.0012020158124444,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT1O-int,0.011719842,0.994360965642363,1.0,0.38279155,0.9831122912858744,0.9931907956699794,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT2A1,-0.017368495,0.6934695813217613,1.0,-0.025677247,0.7010088691283132,0.8045717211059977,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT2A2,0.009165548,0.4639347802924426,1.0,0.0028540667,0.7214044620499225,0.8172380131103143,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT2B1,0.015169111,0.3827400665122268,1.0,0.017898982,0.4294200948912897,0.5515300744812299,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT2B2,0.0013462284,0.0957923980690098,1.0,0.03847367,0.0248179220100194,0.0480515461827455,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT2B3,0.06430901,0.0004831287510947,0.0148959150515928,0.041775893,0.020227653615577,0.0403065744839806,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT2B4,0.08219277,3.3861859074564835e-05,0.0013625429241365,0.074747846,0.0002718409111268,0.0008429478534107,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT2B5,0.099301085,0.1419796034885721,1.0,0.13834353,0.1243178448120951,0.1955885976434123,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MLT2C1,0.072212994,0.0004027065634814,0.0127359762285092,0.067519665,0.0031861053982947,0.0077438077393532,LTR,LTR,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MLT2C2,0.029048687,0.0176789661152673,0.3209313622873559,0.080197155,0.0005876029297378,0.001685083533957,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT2D,-0.036411975,0.0220196707103845,0.3843840595364455,-0.023404306,0.1283040945787077,0.2006950050841546,LTR,LTR,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MLT2E,0.16408606,0.0277552766651401,0.4629648131916118,0.19260985,0.0225465832285745,0.0441961956957952,LTR,LTR,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MLT2F,0.033998195,0.0046246278798126,0.1041846678526215,0.02725303,0.0348814542132667,0.064503918006027,LTR,LTR,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MSR1,0.16693577,0.3591569611797144,1.0,,,,,,left_only,False,False,Up,None,Missing_data,0.9937739085763165,0.9353183055874946
MST-int,-0.013084713,0.4617423733111787,1.0,-0.009079932,0.4127077515847528,0.5364211063763453,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MSTA,0.010854254,0.0817529150141567,1.0,0.025946766,3.153666016568258e-06,1.2949143795302996e-05,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MSTA-int,0.045317933,0.0222968621287751,0.3883963078150643,0.06487132,0.0013420924219102,0.0035657553562516,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MSTA1,-0.029657397,0.2951790005288743,1.0,0.009180161,0.1623534165592717,0.2468318422864663,Unknown,Unknown,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MSTA1-int,0.037450545,0.7856879730389493,1.0,0.087441236,0.8015784506195902,0.872400643043811,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MSTB,0.0044013895,0.8960055189496915,1.0,0.012734127,0.0591226904687769,0.1025910100727605,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MSTB-int,0.09955067,8.569585396269139e-06,0.0003794240297512,0.10153366,3.6727151582334e-05,0.0001318285838253,Unknown,Unknown,both,True,True,Up,Up,Both_significant_same_direction,0.9937739085763165,0.9353183055874946
MSTB1,-0.014077092,0.2416209197326552,1.0,0.0059000473,0.7613682321658432,0.8430267248904739,Unknown,Unknown,both,False,False,Down,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MSTB1-int,-0.12677756,0.6638918223925105,1.0,-0.05928145,0.3782969812768791,0.5019264720980869,Unknown,Unknown,both,False,False,Down,Down,Neither_significant,0.9937739085763165,0.9353183055874946
MSTB2,0.02249838,0.0759392343493817,1.0,0.022963405,0.1912890963350356,0.2822147414710468,Unknown,Unknown,both,False,False,Up,Up,Neither_significant,0.9937739085763165,0.9353183055874946
MSTB2-int,0.41715664,0.0055688711108401,0.1222906918910776,0.40711084,0.0070324748178127,0.0157504188068367,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
MSTC,0.051533964,0.0103481911725021,0.2049066135108822,0.05282371,0.0200714583388985,0.0400689886544493,Unknown,Unknown,both,False,True,Up,Up,Only_soloTE_significant,0.9937739085763165,0.9353183055874946
